"","Province_State","statefips","date","Population","confirmed","death"
"550","Wyoming",56,2020-02-01,578759,0,0
"551","Alabama",1,2020-02-02,4903185,0,0
"552","Alaska",2,2020-02-02,731545,0,0
"553","Arizona",4,2020-02-02,7278717,1,0
"554","Arkansas",5,2020-02-02,3017804,0,0
"555","California",6,2020-02-02,39512223,3,0
"556","Colorado",8,2020-02-02,5758736,0,0
"557","Connecticut",9,2020-02-02,3565287,0,0
"558","Delaware",10,2020-02-02,973764,0,0
"559","Florida",12,2020-02-02,21477737,0,0
"560","Georgia",13,2020-02-02,10617423,0,0
"561","Hawaii",15,2020-02-02,1415872,0,0
"562","Idaho",16,2020-02-02,1787065,0,0
"563","Illinois",17,2020-02-02,12671821,2,0
"564","Indiana",18,2020-02-02,6732219,0,0
"565","Iowa",19,2020-02-02,3155070,0,0
"566","Kansas",20,2020-02-02,2913314,0,0
"567","Kentucky",21,2020-02-02,4467673,0,0
"568","Louisiana",22,2020-02-02,4648794,0,0
"569","Maine",23,2020-02-02,1344212,0,0
"570","Maryland",24,2020-02-02,6045680,0,0
"571","Massachusetts",25,2020-02-02,6892503,1,0
"572","Michigan",26,2020-02-02,9986857,0,0
"573","Minnesota",27,2020-02-02,5639632,0,0
"574","Mississippi",28,2020-02-02,2976149,0,0
"575","Missouri",29,2020-02-02,6626371,0,0
"576","Montana",30,2020-02-02,1068778,0,0
"577","Nebraska",31,2020-02-02,1934408,0,0
"578","Nevada",32,2020-02-02,3080156,0,0
"579","New Hampshire",33,2020-02-02,1359711,0,0
"580","New Jersey",34,2020-02-02,8882190,0,0
"581","New Mexico",35,2020-02-02,2096829,0,0
"582","New York",36,2020-02-02,19453561,0,0
"583","North Carolina",37,2020-02-02,10488084,0,0
"584","North Dakota",38,2020-02-02,762062,0,0
"585","Ohio",39,2020-02-02,11689100,0,0
"586","Oklahoma",40,2020-02-02,3956971,0,0
"587","Oregon",41,2020-02-02,4217737,0,0
"588","Pennsylvania",42,2020-02-02,12801989,0,0
"589","Rhode Island",44,2020-02-02,1059361,0,0
"590","South Carolina",45,2020-02-02,5148714,0,0
"591","South Dakota",46,2020-02-02,884659,0,0
"592","Tennessee",47,2020-02-02,6829174,0,0
"593","Texas",48,2020-02-02,28995881,0,0
"594","Utah",49,2020-02-02,3205958,0,0
"595","Vermont",50,2020-02-02,623989,0,0
"596","Virginia",51,2020-02-02,8535519,0,0
"597","Washington",53,2020-02-02,7614893,1,0
"598","West Virginia",54,2020-02-02,1792147,0,0
"599","Wisconsin",55,2020-02-02,5822434,0,0
"600","Wyoming",56,2020-02-02,578759,0,0
"601","Alabama",1,2020-02-03,4903185,0,0
"602","Alaska",2,2020-02-03,731545,0,0
"603","Arizona",4,2020-02-03,7278717,1,0
"604","Arkansas",5,2020-02-03,3017804,0,0
"605","California",6,2020-02-03,39512223,6,0
"606","Colorado",8,2020-02-03,5758736,0,0
"607","Connecticut",9,2020-02-03,3565287,0,0
"608","Delaware",10,2020-02-03,973764,0,0
"609","Florida",12,2020-02-03,21477737,0,0
"610","Georgia",13,2020-02-03,10617423,0,0
"611","Hawaii",15,2020-02-03,1415872,0,0
"612","Idaho",16,2020-02-03,1787065,0,0
"613","Illinois",17,2020-02-03,12671821,2,0
"614","Indiana",18,2020-02-03,6732219,0,0
"615","Iowa",19,2020-02-03,3155070,0,0
"616","Kansas",20,2020-02-03,2913314,0,0
"617","Kentucky",21,2020-02-03,4467673,0,0
"618","Louisiana",22,2020-02-03,4648794,0,0
"619","Maine",23,2020-02-03,1344212,0,0
"620","Maryland",24,2020-02-03,6045680,0,0
"621","Massachusetts",25,2020-02-03,6892503,1,0
"622","Michigan",26,2020-02-03,9986857,0,0
"623","Minnesota",27,2020-02-03,5639632,0,0
"624","Mississippi",28,2020-02-03,2976149,0,0
"625","Missouri",29,2020-02-03,6626371,0,0
"626","Montana",30,2020-02-03,1068778,0,0
"627","Nebraska",31,2020-02-03,1934408,0,0
"628","Nevada",32,2020-02-03,3080156,0,0
"629","New Hampshire",33,2020-02-03,1359711,0,0
"630","New Jersey",34,2020-02-03,8882190,0,0
"631","New Mexico",35,2020-02-03,2096829,0,0
"632","New York",36,2020-02-03,19453561,0,0
"633","North Carolina",37,2020-02-03,10488084,0,0
"634","North Dakota",38,2020-02-03,762062,0,0
"635","Ohio",39,2020-02-03,11689100,0,0
"636","Oklahoma",40,2020-02-03,3956971,0,0
"637","Oregon",41,2020-02-03,4217737,0,0
"638","Pennsylvania",42,2020-02-03,12801989,0,0
"639","Rhode Island",44,2020-02-03,1059361,0,0
"640","South Carolina",45,2020-02-03,5148714,0,0
"641","South Dakota",46,2020-02-03,884659,0,0
"642","Tennessee",47,2020-02-03,6829174,0,0
"643","Texas",48,2020-02-03,28995881,0,0
"644","Utah",49,2020-02-03,3205958,0,0
"645","Vermont",50,2020-02-03,623989,0,0
"646","Virginia",51,2020-02-03,8535519,0,0
"647","Washington",53,2020-02-03,7614893,1,0
"648","West Virginia",54,2020-02-03,1792147,0,0
"649","Wisconsin",55,2020-02-03,5822434,0,0
"650","Wyoming",56,2020-02-03,578759,0,0
"651","Alabama",1,2020-02-04,4903185,0,0
"652","Alaska",2,2020-02-04,731545,0,0
"653","Arizona",4,2020-02-04,7278717,1,0
"654","Arkansas",5,2020-02-04,3017804,0,0
"655","California",6,2020-02-04,39512223,6,0
"656","Colorado",8,2020-02-04,5758736,0,0
"657","Connecticut",9,2020-02-04,3565287,0,0
"658","Delaware",10,2020-02-04,973764,0,0
"659","Florida",12,2020-02-04,21477737,0,0
"660","Georgia",13,2020-02-04,10617423,0,0
"661","Hawaii",15,2020-02-04,1415872,0,0
"662","Idaho",16,2020-02-04,1787065,0,0
"663","Illinois",17,2020-02-04,12671821,2,0
"664","Indiana",18,2020-02-04,6732219,0,0
"665","Iowa",19,2020-02-04,3155070,0,0
"666","Kansas",20,2020-02-04,2913314,0,0
"667","Kentucky",21,2020-02-04,4467673,0,0
"668","Louisiana",22,2020-02-04,4648794,0,0
"669","Maine",23,2020-02-04,1344212,0,0
"670","Maryland",24,2020-02-04,6045680,0,0
"671","Massachusetts",25,2020-02-04,6892503,1,0
"672","Michigan",26,2020-02-04,9986857,0,0
"673","Minnesota",27,2020-02-04,5639632,0,0
"674","Mississippi",28,2020-02-04,2976149,0,0
"675","Missouri",29,2020-02-04,6626371,0,0
"676","Montana",30,2020-02-04,1068778,0,0
"677","Nebraska",31,2020-02-04,1934408,0,0
"678","Nevada",32,2020-02-04,3080156,0,0
"679","New Hampshire",33,2020-02-04,1359711,0,0
"680","New Jersey",34,2020-02-04,8882190,0,0
"681","New Mexico",35,2020-02-04,2096829,0,0
"682","New York",36,2020-02-04,19453561,0,0
"683","North Carolina",37,2020-02-04,10488084,0,0
"684","North Dakota",38,2020-02-04,762062,0,0
"685","Ohio",39,2020-02-04,11689100,0,0
"686","Oklahoma",40,2020-02-04,3956971,0,0
"687","Oregon",41,2020-02-04,4217737,0,0
"688","Pennsylvania",42,2020-02-04,12801989,0,0
"689","Rhode Island",44,2020-02-04,1059361,0,0
"690","South Carolina",45,2020-02-04,5148714,0,0
"691","South Dakota",46,2020-02-04,884659,0,0
"692","Tennessee",47,2020-02-04,6829174,0,0
"693","Texas",48,2020-02-04,28995881,0,0
"694","Utah",49,2020-02-04,3205958,0,0
"695","Vermont",50,2020-02-04,623989,0,0
"696","Virginia",51,2020-02-04,8535519,0,0
"697","Washington",53,2020-02-04,7614893,1,0
"698","West Virginia",54,2020-02-04,1792147,0,0
"699","Wisconsin",55,2020-02-04,5822434,0,0
"700","Wyoming",56,2020-02-04,578759,0,0
"701","Alabama",1,2020-02-05,4903185,0,0
"702","Alaska",2,2020-02-05,731545,0,0
"703","Arizona",4,2020-02-05,7278717,1,0
"704","Arkansas",5,2020-02-05,3017804,0,0
"705","California",6,2020-02-05,39512223,6,0
"706","Colorado",8,2020-02-05,5758736,0,0
"707","Connecticut",9,2020-02-05,3565287,0,0
"708","Delaware",10,2020-02-05,973764,0,0
"709","Florida",12,2020-02-05,21477737,0,0
"710","Georgia",13,2020-02-05,10617423,0,0
"711","Hawaii",15,2020-02-05,1415872,0,0
"712","Idaho",16,2020-02-05,1787065,0,0
"713","Illinois",17,2020-02-05,12671821,2,0
"714","Indiana",18,2020-02-05,6732219,0,0
"715","Iowa",19,2020-02-05,3155070,0,0
"716","Kansas",20,2020-02-05,2913314,0,0
"717","Kentucky",21,2020-02-05,4467673,0,0
"718","Louisiana",22,2020-02-05,4648794,0,0
"719","Maine",23,2020-02-05,1344212,0,0
"720","Maryland",24,2020-02-05,6045680,0,0
"721","Massachusetts",25,2020-02-05,6892503,1,0
"722","Michigan",26,2020-02-05,9986857,0,0
"723","Minnesota",27,2020-02-05,5639632,0,0
"724","Mississippi",28,2020-02-05,2976149,0,0
"725","Missouri",29,2020-02-05,6626371,0,0
"726","Montana",30,2020-02-05,1068778,0,0
"727","Nebraska",31,2020-02-05,1934408,0,0
"728","Nevada",32,2020-02-05,3080156,0,0
"729","New Hampshire",33,2020-02-05,1359711,0,0
"730","New Jersey",34,2020-02-05,8882190,0,0
"731","New Mexico",35,2020-02-05,2096829,0,0
"732","New York",36,2020-02-05,19453561,0,0
"733","North Carolina",37,2020-02-05,10488084,0,0
"734","North Dakota",38,2020-02-05,762062,0,0
"735","Ohio",39,2020-02-05,11689100,0,0
"736","Oklahoma",40,2020-02-05,3956971,0,0
"737","Oregon",41,2020-02-05,4217737,0,0
"738","Pennsylvania",42,2020-02-05,12801989,0,0
"739","Rhode Island",44,2020-02-05,1059361,0,0
"740","South Carolina",45,2020-02-05,5148714,0,0
"741","South Dakota",46,2020-02-05,884659,0,0
"742","Tennessee",47,2020-02-05,6829174,0,0
"743","Texas",48,2020-02-05,28995881,0,0
"744","Utah",49,2020-02-05,3205958,0,0
"745","Vermont",50,2020-02-05,623989,0,0
"746","Virginia",51,2020-02-05,8535519,0,0
"747","Washington",53,2020-02-05,7614893,1,0
"748","West Virginia",54,2020-02-05,1792147,0,0
"749","Wisconsin",55,2020-02-05,5822434,0,0
"750","Wyoming",56,2020-02-05,578759,0,0
"751","Alabama",1,2020-02-06,4903185,0,0
"752","Alaska",2,2020-02-06,731545,0,0
"753","Arizona",4,2020-02-06,7278717,1,0
"754","Arkansas",5,2020-02-06,3017804,0,0
"755","California",6,2020-02-06,39512223,6,0
"756","Colorado",8,2020-02-06,5758736,0,0
"757","Connecticut",9,2020-02-06,3565287,0,0
"758","Delaware",10,2020-02-06,973764,0,0
"759","Florida",12,2020-02-06,21477737,0,0
"760","Georgia",13,2020-02-06,10617423,0,0
"761","Hawaii",15,2020-02-06,1415872,0,0
"762","Idaho",16,2020-02-06,1787065,0,0
"763","Illinois",17,2020-02-06,12671821,2,0
"764","Indiana",18,2020-02-06,6732219,0,0
"765","Iowa",19,2020-02-06,3155070,0,0
"766","Kansas",20,2020-02-06,2913314,0,0
"767","Kentucky",21,2020-02-06,4467673,0,0
"768","Louisiana",22,2020-02-06,4648794,0,0
"769","Maine",23,2020-02-06,1344212,0,0
"770","Maryland",24,2020-02-06,6045680,0,0
"771","Massachusetts",25,2020-02-06,6892503,2,0
"772","Michigan",26,2020-02-06,9986857,0,0
"773","Minnesota",27,2020-02-06,5639632,0,0
"774","Mississippi",28,2020-02-06,2976149,0,0
"775","Missouri",29,2020-02-06,6626371,0,0
"776","Montana",30,2020-02-06,1068778,0,0
"777","Nebraska",31,2020-02-06,1934408,0,0
"778","Nevada",32,2020-02-06,3080156,0,0
"779","New Hampshire",33,2020-02-06,1359711,0,0
"780","New Jersey",34,2020-02-06,8882190,0,0
"781","New Mexico",35,2020-02-06,2096829,0,0
"782","New York",36,2020-02-06,19453561,0,0
"783","North Carolina",37,2020-02-06,10488084,0,0
"784","North Dakota",38,2020-02-06,762062,0,0
"785","Ohio",39,2020-02-06,11689100,0,0
"786","Oklahoma",40,2020-02-06,3956971,0,0
"787","Oregon",41,2020-02-06,4217737,0,0
"788","Pennsylvania",42,2020-02-06,12801989,0,0
"789","Rhode Island",44,2020-02-06,1059361,0,0
"790","South Carolina",45,2020-02-06,5148714,0,0
"791","South Dakota",46,2020-02-06,884659,0,0
"792","Tennessee",47,2020-02-06,6829174,0,0
"793","Texas",48,2020-02-06,28995881,0,0
"794","Utah",49,2020-02-06,3205958,0,0
"795","Vermont",50,2020-02-06,623989,0,0
"796","Virginia",51,2020-02-06,8535519,0,0
"797","Washington",53,2020-02-06,7614893,1,0
"798","West Virginia",54,2020-02-06,1792147,0,0
"799","Wisconsin",55,2020-02-06,5822434,0,0
"800","Wyoming",56,2020-02-06,578759,0,0
"801","Alabama",1,2020-02-07,4903185,0,0
"802","Alaska",2,2020-02-07,731545,0,0
"803","Arizona",4,2020-02-07,7278717,1,0
"804","Arkansas",5,2020-02-07,3017804,0,0
"805","California",6,2020-02-07,39512223,6,0
"806","Colorado",8,2020-02-07,5758736,0,0
"807","Connecticut",9,2020-02-07,3565287,0,0
"808","Delaware",10,2020-02-07,973764,0,0
"809","Florida",12,2020-02-07,21477737,0,0
"810","Georgia",13,2020-02-07,10617423,0,0
"811","Hawaii",15,2020-02-07,1415872,0,0
"812","Idaho",16,2020-02-07,1787065,0,0
"813","Illinois",17,2020-02-07,12671821,2,0
"814","Indiana",18,2020-02-07,6732219,0,0
"815","Iowa",19,2020-02-07,3155070,0,0
"816","Kansas",20,2020-02-07,2913314,0,0
"817","Kentucky",21,2020-02-07,4467673,0,0
"818","Louisiana",22,2020-02-07,4648794,0,0
"819","Maine",23,2020-02-07,1344212,0,0
"820","Maryland",24,2020-02-07,6045680,0,0
"821","Massachusetts",25,2020-02-07,6892503,2,0
"822","Michigan",26,2020-02-07,9986857,0,0
"823","Minnesota",27,2020-02-07,5639632,0,0
"824","Mississippi",28,2020-02-07,2976149,0,0
"825","Missouri",29,2020-02-07,6626371,0,0
"826","Montana",30,2020-02-07,1068778,0,0
"827","Nebraska",31,2020-02-07,1934408,0,0
"828","Nevada",32,2020-02-07,3080156,0,0
"829","New Hampshire",33,2020-02-07,1359711,0,0
"830","New Jersey",34,2020-02-07,8882190,0,0
"831","New Mexico",35,2020-02-07,2096829,0,0
"832","New York",36,2020-02-07,19453561,0,0
"833","North Carolina",37,2020-02-07,10488084,0,0
"834","North Dakota",38,2020-02-07,762062,0,0
"835","Ohio",39,2020-02-07,11689100,0,0
"836","Oklahoma",40,2020-02-07,3956971,0,0
"837","Oregon",41,2020-02-07,4217737,0,0
"838","Pennsylvania",42,2020-02-07,12801989,0,0
"839","Rhode Island",44,2020-02-07,1059361,0,0
"840","South Carolina",45,2020-02-07,5148714,0,0
"841","South Dakota",46,2020-02-07,884659,0,0
"842","Tennessee",47,2020-02-07,6829174,0,0
"843","Texas",48,2020-02-07,28995881,0,0
"844","Utah",49,2020-02-07,3205958,0,0
"845","Vermont",50,2020-02-07,623989,0,0
"846","Virginia",51,2020-02-07,8535519,0,0
"847","Washington",53,2020-02-07,7614893,1,0
"848","West Virginia",54,2020-02-07,1792147,0,0
"849","Wisconsin",55,2020-02-07,5822434,0,0
"850","Wyoming",56,2020-02-07,578759,0,0
"851","Alabama",1,2020-02-08,4903185,0,0
"852","Alaska",2,2020-02-08,731545,0,0
"853","Arizona",4,2020-02-08,7278717,1,0
"854","Arkansas",5,2020-02-08,3017804,0,0
"855","California",6,2020-02-08,39512223,6,0
"856","Colorado",8,2020-02-08,5758736,0,0
"857","Connecticut",9,2020-02-08,3565287,0,0
"858","Delaware",10,2020-02-08,973764,0,0
"859","Florida",12,2020-02-08,21477737,0,0
"860","Georgia",13,2020-02-08,10617423,0,0
"861","Hawaii",15,2020-02-08,1415872,0,0
"862","Idaho",16,2020-02-08,1787065,0,0
"863","Illinois",17,2020-02-08,12671821,2,0
"864","Indiana",18,2020-02-08,6732219,0,0
"865","Iowa",19,2020-02-08,3155070,0,0
"866","Kansas",20,2020-02-08,2913314,0,0
"867","Kentucky",21,2020-02-08,4467673,0,0
"868","Louisiana",22,2020-02-08,4648794,0,0
"869","Maine",23,2020-02-08,1344212,0,0
"870","Maryland",24,2020-02-08,6045680,0,0
"871","Massachusetts",25,2020-02-08,6892503,2,0
"872","Michigan",26,2020-02-08,9986857,0,0
"873","Minnesota",27,2020-02-08,5639632,0,0
"874","Mississippi",28,2020-02-08,2976149,0,0
"875","Missouri",29,2020-02-08,6626371,0,0
"876","Montana",30,2020-02-08,1068778,0,0
"877","Nebraska",31,2020-02-08,1934408,0,0
"878","Nevada",32,2020-02-08,3080156,0,0
"879","New Hampshire",33,2020-02-08,1359711,0,0
"880","New Jersey",34,2020-02-08,8882190,0,0
"881","New Mexico",35,2020-02-08,2096829,0,0
"882","New York",36,2020-02-08,19453561,0,0
"883","North Carolina",37,2020-02-08,10488084,0,0
"884","North Dakota",38,2020-02-08,762062,0,0
"885","Ohio",39,2020-02-08,11689100,0,0
"886","Oklahoma",40,2020-02-08,3956971,0,0
"887","Oregon",41,2020-02-08,4217737,0,0
"888","Pennsylvania",42,2020-02-08,12801989,0,0
"889","Rhode Island",44,2020-02-08,1059361,0,0
"890","South Carolina",45,2020-02-08,5148714,0,0
"891","South Dakota",46,2020-02-08,884659,0,0
"892","Tennessee",47,2020-02-08,6829174,0,0
"893","Texas",48,2020-02-08,28995881,0,0
"894","Utah",49,2020-02-08,3205958,0,0
"895","Vermont",50,2020-02-08,623989,0,0
"896","Virginia",51,2020-02-08,8535519,0,0
"897","Washington",53,2020-02-08,7614893,1,0
"898","West Virginia",54,2020-02-08,1792147,0,0
"899","Wisconsin",55,2020-02-08,5822434,0,0
"900","Wyoming",56,2020-02-08,578759,0,0
"901","Alabama",1,2020-02-09,4903185,0,0
"902","Alaska",2,2020-02-09,731545,0,0
"903","Arizona",4,2020-02-09,7278717,1,0
"904","Arkansas",5,2020-02-09,3017804,0,0
"905","California",6,2020-02-09,39512223,6,0
"906","Colorado",8,2020-02-09,5758736,0,0
"907","Connecticut",9,2020-02-09,3565287,0,0
"908","Delaware",10,2020-02-09,973764,0,0
"909","Florida",12,2020-02-09,21477737,0,0
"910","Georgia",13,2020-02-09,10617423,0,0
"911","Hawaii",15,2020-02-09,1415872,0,0
"912","Idaho",16,2020-02-09,1787065,0,0
"913","Illinois",17,2020-02-09,12671821,2,0
"914","Indiana",18,2020-02-09,6732219,0,0
"915","Iowa",19,2020-02-09,3155070,0,0
"916","Kansas",20,2020-02-09,2913314,0,0
"917","Kentucky",21,2020-02-09,4467673,0,0
"918","Louisiana",22,2020-02-09,4648794,0,0
"919","Maine",23,2020-02-09,1344212,0,0
"920","Maryland",24,2020-02-09,6045680,0,0
"921","Massachusetts",25,2020-02-09,6892503,2,0
"922","Michigan",26,2020-02-09,9986857,0,0
"923","Minnesota",27,2020-02-09,5639632,0,0
"924","Mississippi",28,2020-02-09,2976149,0,0
"925","Missouri",29,2020-02-09,6626371,0,0
"926","Montana",30,2020-02-09,1068778,0,0
"927","Nebraska",31,2020-02-09,1934408,0,0
"928","Nevada",32,2020-02-09,3080156,0,0
"929","New Hampshire",33,2020-02-09,1359711,0,0
"930","New Jersey",34,2020-02-09,8882190,0,0
"931","New Mexico",35,2020-02-09,2096829,0,0
"932","New York",36,2020-02-09,19453561,0,0
"933","North Carolina",37,2020-02-09,10488084,0,0
"934","North Dakota",38,2020-02-09,762062,0,0
"935","Ohio",39,2020-02-09,11689100,0,0
"936","Oklahoma",40,2020-02-09,3956971,0,0
"937","Oregon",41,2020-02-09,4217737,0,0
"938","Pennsylvania",42,2020-02-09,12801989,0,0
"939","Rhode Island",44,2020-02-09,1059361,0,0
"940","South Carolina",45,2020-02-09,5148714,0,0
"941","South Dakota",46,2020-02-09,884659,0,0
"942","Tennessee",47,2020-02-09,6829174,0,0
"943","Texas",48,2020-02-09,28995881,0,0
"944","Utah",49,2020-02-09,3205958,0,0
"945","Vermont",50,2020-02-09,623989,0,0
"946","Virginia",51,2020-02-09,8535519,0,0
"947","Washington",53,2020-02-09,7614893,1,0
"948","West Virginia",54,2020-02-09,1792147,0,0
"949","Wisconsin",55,2020-02-09,5822434,0,0
"950","Wyoming",56,2020-02-09,578759,0,0
"951","Alabama",1,2020-02-10,4903185,0,0
"952","Alaska",2,2020-02-10,731545,0,0
"953","Arizona",4,2020-02-10,7278717,1,0
"954","Arkansas",5,2020-02-10,3017804,0,0
"955","California",6,2020-02-10,39512223,6,0
"956","Colorado",8,2020-02-10,5758736,0,0
"957","Connecticut",9,2020-02-10,3565287,0,0
"958","Delaware",10,2020-02-10,973764,0,0
"959","Florida",12,2020-02-10,21477737,0,0
"960","Georgia",13,2020-02-10,10617423,0,0
"961","Hawaii",15,2020-02-10,1415872,0,0
"962","Idaho",16,2020-02-10,1787065,0,0
"963","Illinois",17,2020-02-10,12671821,2,0
"964","Indiana",18,2020-02-10,6732219,0,0
"965","Iowa",19,2020-02-10,3155070,0,0
"966","Kansas",20,2020-02-10,2913314,0,0
"967","Kentucky",21,2020-02-10,4467673,0,0
"968","Louisiana",22,2020-02-10,4648794,0,0
"969","Maine",23,2020-02-10,1344212,0,0
"970","Maryland",24,2020-02-10,6045680,0,0
"971","Massachusetts",25,2020-02-10,6892503,2,0
"972","Michigan",26,2020-02-10,9986857,0,0
"973","Minnesota",27,2020-02-10,5639632,0,0
"974","Mississippi",28,2020-02-10,2976149,0,0
"975","Missouri",29,2020-02-10,6626371,0,0
"976","Montana",30,2020-02-10,1068778,0,0
"977","Nebraska",31,2020-02-10,1934408,0,0
"978","Nevada",32,2020-02-10,3080156,0,0
"979","New Hampshire",33,2020-02-10,1359711,0,0
"980","New Jersey",34,2020-02-10,8882190,0,0
"981","New Mexico",35,2020-02-10,2096829,0,0
"982","New York",36,2020-02-10,19453561,0,0
"983","North Carolina",37,2020-02-10,10488084,0,0
"984","North Dakota",38,2020-02-10,762062,0,0
"985","Ohio",39,2020-02-10,11689100,0,0
"986","Oklahoma",40,2020-02-10,3956971,0,0
"987","Oregon",41,2020-02-10,4217737,0,0
"988","Pennsylvania",42,2020-02-10,12801989,0,0
"989","Rhode Island",44,2020-02-10,1059361,0,0
"990","South Carolina",45,2020-02-10,5148714,0,0
"991","South Dakota",46,2020-02-10,884659,0,0
"992","Tennessee",47,2020-02-10,6829174,0,0
"993","Texas",48,2020-02-10,28995881,0,0
"994","Utah",49,2020-02-10,3205958,0,0
"995","Vermont",50,2020-02-10,623989,0,0
"996","Virginia",51,2020-02-10,8535519,0,0
"997","Washington",53,2020-02-10,7614893,1,0
"998","West Virginia",54,2020-02-10,1792147,0,0
"999","Wisconsin",55,2020-02-10,5822434,0,0
"1000","Wyoming",56,2020-02-10,578759,0,0
"1001","Alabama",1,2020-02-11,4903185,0,0
"1002","Alaska",2,2020-02-11,731545,0,0
"1003","Arizona",4,2020-02-11,7278717,1,0
"1004","Arkansas",5,2020-02-11,3017804,0,0
"1005","California",6,2020-02-11,39512223,7,0
"1006","Colorado",8,2020-02-11,5758736,0,0
"1007","Connecticut",9,2020-02-11,3565287,0,0
"1008","Delaware",10,2020-02-11,973764,0,0
"1009","Florida",12,2020-02-11,21477737,0,0
"1010","Georgia",13,2020-02-11,10617423,0,0
"1011","Hawaii",15,2020-02-11,1415872,0,0
"1012","Idaho",16,2020-02-11,1787065,0,0
"1013","Illinois",17,2020-02-11,12671821,2,0
"1014","Indiana",18,2020-02-11,6732219,0,0
"1015","Iowa",19,2020-02-11,3155070,0,0
"1016","Kansas",20,2020-02-11,2913314,0,0
"1017","Kentucky",21,2020-02-11,4467673,0,0
"1018","Louisiana",22,2020-02-11,4648794,0,0
"1019","Maine",23,2020-02-11,1344212,0,0
"1020","Maryland",24,2020-02-11,6045680,0,0
"1021","Massachusetts",25,2020-02-11,6892503,2,0
"1022","Michigan",26,2020-02-11,9986857,0,0
"1023","Minnesota",27,2020-02-11,5639632,0,0
"1024","Mississippi",28,2020-02-11,2976149,0,0
"1025","Missouri",29,2020-02-11,6626371,0,0
"1026","Montana",30,2020-02-11,1068778,0,0
"1027","Nebraska",31,2020-02-11,1934408,0,0
"1028","Nevada",32,2020-02-11,3080156,0,0
"1029","New Hampshire",33,2020-02-11,1359711,0,0
"1030","New Jersey",34,2020-02-11,8882190,0,0
"1031","New Mexico",35,2020-02-11,2096829,0,0
"1032","New York",36,2020-02-11,19453561,0,0
"1033","North Carolina",37,2020-02-11,10488084,0,0
"1034","North Dakota",38,2020-02-11,762062,0,0
"1035","Ohio",39,2020-02-11,11689100,0,0
"1036","Oklahoma",40,2020-02-11,3956971,0,0
"1037","Oregon",41,2020-02-11,4217737,0,0
"1038","Pennsylvania",42,2020-02-11,12801989,0,0
